Product_Name,Discount,MRP,Selling_Price,Brand,Manufacturer,Series,Colour,Form_Factor,Standing_Screen_Display_Size,Screen_Resolution,Resolution,Package_Dimensions,Item_Model_Number,Processor_Brand,Processor_Type,Processor_Speed,Processor_Count,Memory_Technology,Computer_Memory_Type,Maximum_Memory_Supported,Hard_Disk_Description,Hard_Drive_Interface,Graphics_Coprocessor,Graphics_Chipset_Brand,Graphics_Card_Description,Graphics_RAM_Type,Graphics_Card_RAM_Size,Graphics_Card_Interface,Connectivity_Type,Wireless_Type,Number_of_HDMI_Ports,Optical_Drive_Type,Operating_System,Are_Batteries_Included,Lithium_Battery_Energy_Content,Number_of_Lithium_Ion_Cells,Included_Components,Country_of_Origin,Item_Weight
"ASUS Gaming V16 (2025) 14th Gen,Intel Core 5 210H Gaming Laptop (RTX 4050-6GB/16GB RAM/512GB SSD/Windows 11 Home/16/144Hz/M365*/Office Home 2024,Matte Black,1.95 Kg),V3607VU-RP550WS",-29%,"₹1,07,990₹1,07,990","76,790.",‎ASUS,"‎ASUS, INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331",‎ASUS Vivobook 16,‎Black | Core 5 210H,‎gaming,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎48.79 x 31.6 x 6.5 cm; 1.95 kg,‎V3607VU-RP550WS,‎Intel,‎Intel Core 5,‎2.2 GHz,‎8,‎DDR5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 4050,‎Intel,‎Integrated,‎GDDR6,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎63 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",,‎1 kg 950 g
"HP 250 G9 Intel Celeron Dual Core 4500u - (8 GB/256 GB SSD/Windows 11) Laptop (15.6 inch, Silver, 1.75 kg)",-28%,"₹31,999₹31,999","22,999.",‎HP,"‎HP, TECHFRONT CHINA",‎250 G9,‎Silver,‎Clamshell,‎15.6,‎1366 x 768 pixels,‎1366 x 768 pixels,‎51.6 x 30.8 x 6.8 cm; 180 g,‎8Y2Y9PA,‎Intel,‎Celeron,‎2.8 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎256 GB,‎SSD,‎Solid State,‎Intel Celeron Processor N4000,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎802.11ac,‎1,,‎Windows 11,‎Yes,‎45 Watt Hours,‎3,‎Keyboard,‎India,‎180 g
"ASUS Chromebook CX1405, Intel Celeron N4500 Processor,Chrome OS, Thin & Light Laptop (Integrated Intel UHD Graphics/8GB RAM/128GB SSD/FHD/14 (35.56 cm)/60Hz/42WHrs/Quiet Blue/1.4 Kg) CX1405CKA-S60394",-21%,"₹27,990₹27,990","21,990.",‎ASUS,"‎ASUS, NANCHANG HUAQIN ELECTRONIC TECHNOLOGY CO., LTD. NO. 2999, TIANXIANG AVENUE, HIGH-TECH DEVELOPMENT ZONE, NANCHANG CITY, JIANGXI PROVINCE, P.R. CHINA JIANGXI,China-330096",‎Chromebook,‎Quiet Blue,‎chromebook,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45.8 x 29.4 x 7.7 cm; 1.4 kg,‎CX1405CKA-S60394,‎Intel,‎Celeron,‎1.1 GHz,‎2,‎LPDDR4X,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,‎No Optical Storage,‎Chrome OS,‎Yes,‎42 Watt Hours,‎2,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 400 g
"HP 255 G10, AMD Ryzen 3 7320U Quad Core -(DOS 16 GB RAM /512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" HD Display/Turbo Silver/1.5 Kg",-31%,"₹41,534₹41,534","28,495.",‎HP,"‎HP, HP SALES",‎HP 15,‎Turbo Silver,‎Laptop,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎51.9 x 31.5 x 7 cm; 1.5 kg,‎HP 15,‎AMD,‎Amd Ryzen 3 7320U,‎2.4 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎DDR DRAM,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎DOS,‎Yes,‎41 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",‎China,‎1 kg 500 g
"HP 15 (2025), Celeron 8 GB 256 GB SSD 11 Thin and Light",-52%,"₹46,990₹46,990","22,450.",‎HP,‎HP,‎HP 15,‎Ash Grey,‎Laptop,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎52 x 31.5 x 6.9 cm; 1.5 kg,‎HP 15,‎Intel,‎Celeron N,‎1.1 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"HP 14 (2025), Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD Display/Ash Grey/1.4 kg/MS Office 2021",-45%,"₹89,990₹89,990","49,780.",‎HP,‎HP,‎HP 14,‎Ash Grey,‎Laptop,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎34 x 22 x 1.6 cm; 1.4 kg,‎HP 14,‎Intel,‎Core i5,‎4.6 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,"‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",‎India,‎1 kg 400 g
"HP 15, AMD Ryzen 7 5825U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge,15.6''/39.6cm, Win11, M365(1yr)* Office24, Silver, 1.59kg, fc0476AU, Radeon Graphics, FHD Camera w/Shutter, Backlit Laptop",-14%,"₹56,902.73₹56,902.73","48,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Natural Silver,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52.2 x 31.3 x 6.9 cm; 1.59 kg,‎fc0476AU,‎AMD,‎Ryzen 7,‎4.5 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",‎China,‎1 kg 590 g
"Lenovo V14 G3, 12th Gen Intel Core i7-1255U Upto 4.70Ghz (16GB RAM/512GB SSD/Windows 11) 14.0"" FHD Display Thin and Light Laptop/Iron Grey /1.70 kg 1 Year Onsite Brand Warranty",-56%,"₹1,10,990₹1,10,990","49,390.",‎Lenovo,"‎Lenovo India Private Limited, lenovo india",‎Lenovo V14 G3 IAP,‎Gray,‎laptop,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.9 x 37.79 x 9.7 cm; 1.62 kg,‎82TS00JGUS,‎Intel,‎Core i7-1255U,‎4.7 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11,‎Yes,‎38 Watt Hours,‎3,"‎inbuilt battery, laptop",,‎1 kg 620 g
"Lenovo Smartchoice LOQ AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EGIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop",-23%,"₹1,10,890₹1,10,890","85,490.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎LOQ,‎RTX 4050 | Office 2024,‎Gaming Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎54 x 35.7 x 8.9 cm; 2.38 kg,‎15ARP9,‎AMD,‎Ryzen 7,‎3.1 GHz,‎8,‎DDR5,‎DDR5 RAM,‎32 GB,‎SSD,‎PCIE x 4,‎NVIDIA RTX 4050,‎NVIDIA,‎Dedicated,‎Shared,,‎PCI Express,"‎Bluetooth, Wi-Fi",‎802.11ax,‎1,‎Not Available,‎Windows 11 Home,‎Yes,‎60 Watt Hours,‎4,"‎Laptop, Power Adapter, User Guide",‎China,‎2 kg 380 g
"ASUS Vivobook 14, Intel Core 5 120U, Thin & Light Laptop(Intel Graphics/Fingerprint/16GB RAM/512GB SSD/FHD/14/60Hz/42Whrs/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VAP-EB542WS",-41%,"₹73,990₹73,990","43,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 14,‎Quiet Blue,,‎14 Inches,,‎1920 x 1080 Pixels,‎45.29 x 27.9 x 6.7 cm; 1.4 kg,‎X1404VAP-EB542WS,‎Intel,‎Intel Core 5,‎1.4 GHz,‎10,‎DDR4,,‎16 GB,‎SSD,,,‎Intel,‎Integrated,‎Shared,,‎Integrated,,,,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",,‎1 kg 400 g
"MSI Titan 18 HX AI,Intel Series 2 Core Ultra 9 285HX,46CM UHD+ MiniLED 120Hz Gaming Laptop(64GB/6TB NVMe SSD/Windows 11 Home/GeForce RTX 5090,GDDR6 24GB/Core Black/3.6Kg), A2XWJG-486IN",-6%,"₹6,59,990₹6,59,990","6,20,990.",‎MSI,"‎MICRO-STAR INTERNATIONAL CO., LTDNo.88, East Qianjin Road Kunshan City Jiangsu China, MSI",‎Titan 18 HX AI A2XWJG,‎Core Black,‎Clamshell,‎46 Centimetres,‎3840 x 2400 pixels,‎3840 x 2400 pixels,‎59.8 x 37.4 x 17 cm; 3.6 kg,‎9S7-182421-486,‎Intel,‎Intel Core Ultra 9,‎2.1 GHz,‎1,‎DDR5,‎DDR5 RAM,‎96 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 5090,‎Intel,‎Dedicated,‎GDDR6,,‎PCI Express,"‎Bluetooth, Wi-Fi",‎802.11ac,‎1,,‎Windows 11 Home,‎Yes,‎99.9 Watt Hours,‎4,"‎Laptop, MSI Dual Drive 256GB + MSI Lucky Figure Keychain_Black, MSI Gaming Mouse , MSI Laptop Bag, Power Adaptor, User Guide",,‎3 kg 600 g
"Dell G-series-15-5530-laptop - 15.6-inch FHD, Intel Core i5-13450HX, 16GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 3050, Orange Backlit Keyboard & G-Key, Windows 11 Home, Dark Shadow Gray, 2.65 Kg",-27%,"₹1,05,398₹1,05,398","76,962.",‎Dell,"‎DELL, Dell India Pvt Ltd",‎Dell Laptop,‎Dark Shadow Gray with Black thermal shelf,‎Gaming,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎New Dell Gaming G15,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎DDR5,‎DDR5 RAM,‎32 GB,‎SSD,‎Solid State,"‎NVIDIA GeForce RTX 3050, 6 GB GDDR6",‎NVIDIA,‎Dedicated,‎GDDR6,,‎PCI Express,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,‎No Optical Device,‎Windows 11 Home,‎Yes,‎56 Watt Hours,‎3,"‎‎‎User Manual, Laptop, Charger & Adapter",‎China,‎2 kg 600 g
RIONTO Prime Laptop Bags for Men Office Use | Upto 15.6 inch | Expandable Bottom | Mobile & Pen Compartment with Multiple Organizers | PU Leather | Professional Office Bag for Man & Women - Tan,-32%,"₹2,199₹2,199","1,499.",‎RIONTO,"‎Rionto, Rionto Innovations, Madhapur, Hyderabad, Customer Support: +91 95422 95514",‎Messenger Bag,‎Tan,,,,,,‎AA-9LK6-0KLX,,,,,,,,,,,,,,,,,,,,,‎No,,,"‎Messenger Bag, Adjustable Shoulder Strap",‎India,‎840 g
"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.70 kg) X1502VA-BQ838WS",-31%,"₹85,990₹85,990","58,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 15,‎Quiet Blue,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.2 x 29.3 x 6.7 cm; 1.7 kg,‎X1502VA-BQ838WS,‎Intel,‎Core i7,‎2.4 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 700 g
"ASUS Vivobook 15,13th Gen,Intel Core i5-1335U,Thin & Light (Intel Iris Xᵉ iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42WHrs/Windows 11/Office 2021/Cool Silver/1.70 kg) X1504VA-NJ540WS",-41%,"₹79,990₹79,990","46,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook,‎Silver | MSO 21,‎Ultra-Portable,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎90NB14G2-M00020,‎Intel,‎Core i5,‎1.3 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎PCIE x 4,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Adapter & User Manuals",‎China,‎1 kg 700 g
"Lenovo V15 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.7 kg/MS Office 2021 Pro Plus",-59%,"₹82,990₹82,990","33,910.",‎Lenovo,,‎Lenovo V15 G3,‎Iron Grey,‎laptop,‎5.5 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎82TS005NUS,‎Intel,‎Intel Core i3,‎3.4 GHz,‎14,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,,,,‎Integrated,,,,,,,,‎Windows 11 Pro,‎No,‎65 Watt Hours,‎2,,,‎1 kg 460 g
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",-71%,"₹2,000₹2,000",579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Pavilion 13th Gen Intel Core i5-1340P (16GB RAM/512GB SSD) FHD, 15.6” (39.6cm), Windows 11/MS Office 21, Silver,1.74kg, eg3027TU 720p HD Camera, Backlit Keyboard, Audio by B&O Laptop",-30%,"₹83,705₹83,705","58,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎15-eg3027TU,‎Natural Silver,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎15-eg3027TU,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB-C,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",‎China,‎1 kg 750 g
"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), em0026AU",-36%,"₹55,691₹55,691","35,490.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎14-em0026AU,‎Natural Silver,‎Netbook,‎35.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎14-em0026AU,‎AMD,‎Ryzen 5,‎4.3 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎VRAM,,‎Integrated,‎Bluetooth,"‎802.11bgn, Bluetooth",‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",,‎1 kg 410 g
"DELL 14 (2025) Intel Core i3 12th Gen 1215U - (32 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Grey/1.5 kg/MSO 2021/1 Year ADP Warranty",-57%,"₹89,990₹89,990","38,990.",‎Dell,‎DELL,‎Latitude 14,‎Grey,‎Laptop,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎33 x 21 x 1.6 cm; 1.5 kg,‎DELL 14,‎Intel,‎Core i3-1215U,‎4.4 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11ax,‎1,,‎Windows 11 Pro,,‎38 Watt Hours,‎2,"‎LAPTOP, POWER ADAPTER, USER GUIDE",‎India,‎1 kg 500 g
"Ant Esports Lapi MousePad 260X210X3mm Anti-fray Stitching, Universal Shortcut Sheet Waterproof Surface & Non-Slip Rubber Base Stitched Edges Mouse Mat for Laptop,Compatible with Laser and Optical Mice",-82%,₹499₹499,89.,‎Ant Esports,"‎Ant Esports, Ant Esports",,,,,,,,‎Lapi,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎100 g
"Acer Chromebook, Intel Celeron N4500, 8GB RAM, 128GB eMMC, Full HD LED Backlit TFT LCD 15.6""/39.6 cm, Chrome OS, Silver, 1.6 KG, CB315-4H, Intel Graphics, WiFi 6 Laptop",-38%,"₹33,999₹33,999","20,990.",‎acer,"‎Acer, Quanta, Tech-Front (Chongqing) Computer Co.,Ltd, (Quanta Chongqing), 18#,Zongbao Road, Shapingba District, Chongqing, China",‎CB315-4H,‎Silver,‎laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎50.5 x 32.29 x 7.1 cm; 1.6 kg,‎CB315-4H,‎Intel,‎Others,‎1.1 GHz,‎1,‎LPDDR4X,‎SDRAM,‎8 GB,‎Emmc,‎Ethernet,‎Intel UHD Graphics,‎Intel,‎Integrated,‎SDRAM,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,,‎Chrome OS,‎Yes,‎48 Watt Hours,‎3,"‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",‎China,‎1 kg 600 g
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.59kg, Intel UHD Graphics, 1080p FHD Camera, 15-fd0006TU/fd0186tu",-40%,"₹60,000₹60,000","35,800.",‎HP,"‎HP, SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China",‎HP Laptop,‎Silver,‎Ultra-Portable,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎91Q92PA,‎Intel,‎Core i3,‎4.5 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB-C,‎Intel,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",‎China,‎2 kg 430 g
"HP Victus, 13th Gen Intel Core i5-13420H, 6GB RTX 4050 Gaming Laptop (16GB DDR4, 512GB SSD) 144Hz, IPS, 15.6""/39.6cm, Flicker-Free, Win 11, Office 21, Mica Silver, 2.29kg, Enhanced Cooling, fa1279TX",-25%,"₹96,064₹96,064","72,490.",‎HP,"‎HP, SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China",‎HP Laptop,‎Mica Silver,‎Laptop,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52 x 31.1 x 6.9 cm; 2.37 kg,‎HP Victus,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 4050,‎Intel,‎Dedicated,‎GDDR6,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ac, Bluetooth",‎1,,‎Windows 11 Home,‎Yes,‎70 Watt Hours,‎4,"‎Laptop, Charger, User Manual",‎China,‎2 kg 370 g
amazon basics Vertical Laptop Stand | Space-Saving Design | Scratch-Resistant | Fits All Laptops Up to 17.3 inches (43.94cm),-57%,"₹1,749₹1,749",759.,‎amazon basics,"‎iSmart Technology, iSmart Technology, 78/U/G/F Dilshad Garden, Delhi 110095, IN",‎ABVTCLLAPSML,‎Black - Vertical Laptop Stand - Ver 2,‎Stand,,,,,‎ABVTCLLAPSML,,,,,,,,,,,,,,,,,,,,,,,,‎1 X Laptop Stand,‎India,‎493 g
"Lenovo V14 G3 14"" FHD Laptop, Intel Core i5-1235U, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11, Ms-Office Lifetime Validity, Iron Grey,1.6kg, 1 Year Onsite Brand Warranty",-58%,"₹99,990₹99,990","42,490.",‎Lenovo,‎Lenovo,‎82TS00PDLN,‎Iron Grey,‎Notebook,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.29 x 30 x 6.9 cm; 1.6 kg,‎V14 G3,‎Intel,‎Core i5,‎1.7 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,‎BD-ROM,‎Windows 11 Home,‎Yes,‎65 Kilowatt Hours,‎2,‎ADAPTOR,,‎1 kg 600 g
"HP 255 G9 Ryzen 3 Dual Core AMD Ryzen 3 Processor 3250U DOS - (8 GB/512 GB SSD/AMD Radeon Graphics) 9H237PT Thin and Light Laptop (15.6 inch, Black, 1.47 kg)",-26%,"₹32,342₹32,342","23,990.",‎HP,"‎HP, Techfront china",‎HP 255 G9,‎Black,‎Notebook,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎52.29 x 30.4 x 7.2 cm; 1.5 kg,‎255 G9,‎AMD,‎Ryzen 3 3250U,‎2.6 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎Solid State,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11n,‎1,,‎DOS,‎Yes,‎0.84 Watt Hours,‎3,‎charger,‎China,‎1 kg 500 g
"Lenovo Smartchoice Ideapad 5 2-in-1 13th Gen Intel Core i5-13420H (16GB RAM/512GB SSD/Windows 11/Office Home 2024/WUXGA IPS/14 (35.5cm)/Touchscreen 2-in-1/3Mon.Game Pass/Grey/1.6kg), 83KX0059IN Laptop",-26%,"₹96,490₹96,490","71,190.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad 5 2-in-1,‎Luna Grey,‎Convertible,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎46.4 x 30.9 x 6.8 cm; 1.6 kg,‎14IRH9,‎Intel,,‎2.1 GHz,‎8,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎PCIE x 4,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11bgn,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎57 Watt Hours,‎4,"‎Laptop, Lenovo Digital Pen, Power Adapter, User Guide",‎China,‎1 kg 600 g
